"key";"form";"instruction";"en";"nl";"af";"sq";"am";"ar";"hy";"as";"az";"eu";"be";"bn";"bs";"bg";"my";"ca";"zh";"hr";"cs";"da";"et";"fo";"fi";"fr";"gl";"ka";"de";"el";"gu";"he";"hi";"hu";"is";"id";"ga";"it";"ja";"kn";"kk";"km";"ko";"lo";"lv";"lt";"mk";"ms";"ml";"mr";"mn";"ne";"nb";"or";"fa";"pl";"pt";"pa";"ro";"ru";"sr";"si";"sk";"sl";"es";"sw";"sv";"ta";"te";"th";"bo";"tr";"uk";"ur";"ug";"uz";"vi";"cy";"zu"
"common.continue";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"Continue";"Verder";"Gaan voort";"Vazhdo";"ቀጥል";"متابعة";"Շարունակել";"আগলৈ";"Davam et";"Jarraitu";"Далей";"এগিয়ে";"Nastavi";"Напред";"ဆက်ရန်";"Continua";"继续";"Nastavi";"Pokračovat";"Fortsæt";"Jätka";"Víðari";"Jatka";"Continuer";"Continuar";"გაგრძელება";"Weiter";"Συνέχεια";"આગળ";"המשך";"आगे";"Tovább";"Áfram";"Lanjut";"Ar aghaidh";"Continua";"つづける";"ಮುಂದೆ";"Жалғастыру";"បន្ត";"계속";"ຕໍ່ໄປ";"Turpināt";"Tęsti";"Продолжи";"Teruskan";"തുടരുക";"पुढे";"Үргэлжлүүлэх";"अगाडि";"Fortsett";"ଆଗକୁ";"ادامه";"Dalej";"Continuar";"ਅੱਗੇ";"Continuă";"Дальше";"Nastavi";"ඉදිරියට";"Ďalej";"Naprej";"Continuar";"Endelea";"Fortsätt";"தொடர்";"కొనసాగించు";"ต่อไป";"མུ་མཐུད";"Devam";"Далі";"جاری";"داۋاملاشتۇر";"Davom et";"Tiếp tục";"Parhau";"Qhubeka"
"common.done";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"Done";"Klaar";"Klaar";"Gati";"ጨርሷል";"تم";"Պատրաստ է";"হ’ল";"Hazır";"Eginda";"Гатова";"হয়ে গেছে";"Gotovo";"Готово";"ပြီးပြီ";"Fet";"完成";"Gotovo";"Hotovo";"Færdig";"Valmis";"Liðugt";"Valmis";"Terminé";"Feito";"მზადაა";"Fertig";"Έτοιμο";"થઈ ગયું";"סיום";"हो गया";"Kész";"Búið";"Selesai";"Déanta";"Fatto";"できた";"ಆಯಿತು";"Дайын";"រួចរាល់";"완료";"ສຳເລັດ";"Gatavs";"Baigta";"Готово";"Selesai";"പൂർത്തിയായി";"झालं";"Боллоо";"सकियो";"Ferdig";"ହେଲା";"تمام";"Gotowe";"Pronto";"ਹੋ ਗਿਆ";"Gata";"Готово";"Gotovo";"හරි";"Hotovo";"Končano";"Listo";"Tayari";"Klar";"முடிந்தது";"పూర్తి";"เสร็จ";"ཚར";"Bitti";"Готово";"ہو گیا";"بولدى";"Tayyor";"Xong";"Wedi gorffen";"Kwenziwe"
"common.minutesShort %lld %lld";"";"A button label, reused across the app. Aim for 23 characters or fewer. Keep 2× %lld (a number). Several values are substituted, so number them: %1$…, %2$… in whatever order your language reads.";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld ደቂቃ";"%1$lld/%2$lld د";"%1$lld/%2$lld ր";"%1$lld/%2$lld মিনিট";"%1$lld/%2$lld dəq";"%1$lld/%2$lld min";"%1$lld/%2$lld хв";"%1$lld/%2$lld মিনিট";"%1$lld/%2$lld min";"%1$lld/%2$lld мин";"%1$lld/%2$lld မိနစ်";"%1$lld/%2$lld min";"%1$lld/%2$lld 分钟";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld წთ";"%1$lld/%2$lld Min.";"%1$lld/%2$lld λεπ.";"%1$lld/%2$lld મિનિટ";"%1$lld/%2$lld דק׳";"%1$lld/%2$lld मिनट";"%1$lld/%2$lld perc";"%1$lld/%2$lld mín.";"%1$lld/%2$lld mnt";"%1$lld/%2$lld nóim";"%1$lld/%2$lld min";"%1$lld/%2$lld分";"%1$lld/%2$lld ನಿಮಿ";"%1$lld/%2$lld мин";"%1$lld/%2$lld នាទី";"%1$lld/%2$lld분";"%1$lld/%2$lld ນາທີ";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld мин";"%1$lld/%2$lld min";"%1$lld/%2$lld മിനിറ്റ്";"%1$lld/%2$lld मि.";"%1$lld/%2$lld мин";"%1$lld/%2$lld मिनेट";"%1$lld/%2$lld min";"%1$lld/%2$lld ମିନିଟ୍";"%1$lld/%2$lld دقیقه";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld ਮਿੰਟ";"%1$lld/%2$lld min";"%1$lld/%2$lld мин";"%1$lld/%2$lld min";"%1$lld/%2$lld මිනි";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%1$lld/%2$lld நிமி";"%1$lld/%2$lld నిమి";"%1$lld/%2$lld นาที";"%1$lld/%2$lld སྐར་མ";"%1$lld/%2$lld dk";"%1$lld/%2$lld хв";"%1$lld/%2$lld منٹ";"%1$lld/%2$lld مىن";"%1$lld/%2$lld daq";"%1$lld/%2$lld phút";"%1$lld/%2$lld mun";"%1$lld/%2$lld imin"
"common.ok";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"OK";"Oké";"OK";"OK";"እሺ";"حسنًا";"Լավ";"ঠিক আছে";"OK";"Ados";"ОК";"ঠিক আছে";"U redu";"OK";"အိုကေ";"D’acord";"OK";"U redu";"OK";"OK";"OK";"Í lagi";"OK";"OK";"OK";"კარგი";"OK";"ΟΚ";"ઓકે";"אוקיי";"ठीक";"OK";"Í lagi";"OK";"OK";"OK";"OK";"ಸರಿ";"OK";"យល់ព្រម";"확인";"ຕົກລົງ";"Labi";"Gerai";"ОК";"OK";"ശരി";"ठीक";"OK";"ठीक छ";"OK";"ଠିକ୍";"باشه";"OK";"OK";"ਠੀਕ ਹੈ";"OK";"ОК";"U redu";"හරි";"OK";"OK";"OK";"Sawa";"OK";"சரி";"సరే";"ตกลง";"འགྲིག";"Tamam";"ОК";"ٹھیک ہے";"ماقۇل";"OK";"OK";"Iawn";"Kulungile"
"game.combo %lld";"";"A small banner that flashes over the game board. Very little room. Aim for 16 characters or fewer. Keep 1× %lld (a number).";"Combo! +%lld";"Combo! +%lld";"Reeks! +%lld";"Kombinim! +%lld";"ኮምቦ! +%lld";"سلسلة! +%lld";"Կոմբո! +%lld";"কম্বো! +%lld";"Kombo! +%lld";"Konboa! +%lld";"Комба! +%lld";"কম্বো! +%lld";"Kombo! +%lld";"Комбо! +%lld";"ဆက်တိုက်! +%lld";"Combo! +%lld";"连击！+%lld";"Combo! +%lld";"Kombo! +%lld";"Combo! +%lld";"Kombo! +%lld";"Combo! +%lld";"Combo! +%lld";"Combo ! +%lld";"Combo! +%lld";"კომბო! +%lld";"Combo! +%lld";"Σερί! +%lld";"કોમ્બો! +%lld";"רצף! +%lld";"कॉम्बो! +%lld";"Kombó! +%lld";"Runa! +%lld";"Combo! +%lld";"Combo! +%lld";"Combo! +%lld";"コンボ！ +%lld";"ಕಾಂಬೋ! +%lld";"Комбо! +%lld";"កុំបូ! +%lld";"콤보! +%lld";"ຄອມໂບ! +%lld";"Kombo! +%lld";"Serija! +%lld";"Комбо! +%lld";"Kombo! +%lld";"കോമ്പോ! +%lld";"कॉम्बो! +%lld";"Комбо! +%lld";"कम्बो! +%lld";"Kombo! +%lld";"କମ୍ବୋ! +%lld";"کمبو! +%lld";"Seria! +%lld";"Combo! +%lld";"ਕੌਂਬੋ! +%lld";"Combo! +%lld";"Комбо! +%lld";"Niz! +%lld";"කොම්බෝ! +%lld";"Kombo! +%lld";"Kombinacija! +%lld";"¡Combo! +%lld";"Kombo! +%lld";"Kombo! +%lld";"காம்போ! +%lld";"కాంబో! +%lld";"คอมโบ! +%lld";"Combo! +%lld";"Kombo! +%lld";"Комбо! +%lld";"کومبو! +%lld";"Combo! +%lld";"Kombo! +%lld";"Combo! +%lld";"Cyfuniad! +%lld";"I-Combo! +%lld"
"game.encouragement.0";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Good try";"Goed geprobeerd";"Mooi probeer";"Përpjekje e mirë";"ጥሩ ሙከራ";"محاولة جيدة";"Լավ փորձ էր";"ভাল চেষ্টা";"Yaxşı cəhd";"Saiakera ona";"Добрая спроба";"ভালো চেষ্টা";"Dobar pokušaj";"Добър опит";"ကြိုးစားတာ ကောင်းတယ်";"Bon intent";"不错的尝试";"Dobar pokušaj";"Dobrý pokus";"Godt forsøgt";"Tubli katse";"Gott roynt";"Hyvä yritys";"Bien essayé";"Bo intento";"კარგი ცდაა";"Guter Versuch";"Καλή προσπάθεια";"સારો પ્રયાસ";"ניסיון יפה";"अच्छी कोशिश";"Szép próbálkozás";"Góð tilraun";"Usaha bagus";"Iarracht mhaith";"Bel tentativo";"よくがんばったね";"ಒಳ್ಳೆಯ ಪ್ರಯತ್ನ";"Жақсы талпыныс";"ព្យាយាមបានល្អ";"잘했어요";"ລອງໄດ້ດີ";"Labs mēģinājums";"Geras bandymas";"Добар обид";"Cubaan bagus";"നല്ല ശ്രമം";"छान प्रयत्न";"Сайн оролдлоо";"राम्रो प्रयास";"Godt forsøk";"ଭଲ ଚେଷ୍ଟା";"تلاش خوبی بود";"Dobra próba";"Boa tentativa";"ਵਧੀਆ ਕੋਸ਼ਿਸ਼";"Bună încercare";"Хорошая попытка";"Dobar pokušaj";"හොඳ උත්සාහයක්";"Dobrý pokus";"Dober poskus";"Buen intento";"Umejaribu vizuri";"Bra försök";"நல்ல முயற்சி";"మంచి ప్రయత్నం";"พยายามได้ดี";"ཚོད་ལྟ་ཡག་པོ།";"Güzel deneme";"Гарна спроба";"اچھی کوشش";"ياخشى سىناق";"Yaxshi urinish";"Cố gắng tốt";"Cais da";"Uzamile kahle"
"game.encouragement.1";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"It's a start";"Het begin is er";"Dis ’n begin";"Është një fillim";"ጥሩ ጅምር";"بداية موفقة";"Սա սկիզբն է";"আৰম্ভণি হৈছে";"Başlanğıcdır";"Hasiera bat da";"Добры пачатак";"শুরু তো হলো";"To je početak";"Добро начало";"စတင်နိုင်ပြီ";"És un començament";"这是个好开始";"To je početak";"Dobrý začátek";"Det er en start";"Algus on tehtud";"Ein góð byrjan";"Hyvä alku";"C’est un début";"É un comezo";"დასაწყისი კარგია";"Ein guter Anfang";"Μια καλή αρχή";"શરૂઆત તો થઈ";"זו התחלה";"अच्छी शुरुआत";"Ez már valami";"Þetta er byrjun";"Awal yang bagus";"Sin tús maith";"È un buon inizio";"いいスタート";"ಇದು ಒಳ್ಳೆಯ ಆರಂಭ";"Басы жаман емес";"ជាការចាប់ផ្តើម";"좋은 시작이에요";"ເລີ່ມໄດ້ດີ";"Labs sākums";"Tai jau pradžia";"Добар почеток";"Baru bermula";"നല്ല തുടക്കം";"चांगली सुरुवात";"Сайхан эхлэл";"सुरु त भयो";"En god start";"ଭଲ ଆରମ୍ଭ";"شروع خوبی است";"Dobry początek";"É um começo";"ਸ਼ੁਰੂਆਤ ਹੋ ਗਈ";"E un început";"Начало положено";"Dobar početak";"හොඳ ආරම්භයක්";"To je začiatok";"Dober začetek";"Es un comienzo";"Mwanzo mzuri";"En bra början";"நல்ல தொடக்கம்";"మంచి మొదలు";"เริ่มต้นได้ดี";"འགོ་ཚུགས་སོང་།";"İyi bir başlangıç";"Це вже початок";"اچھی شروعات";"باشلىنىشى ياخشى";"Boshlanishi yaxshi";"Khởi đầu tốt";"Mae'n ddechrau";"Yisiqalo"
"game.encouragement.2";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Keep practicing";"Blijf oefenen";"Hou aan oefen";"Vazhdo të ushtrohesh";"ልምምድህን ቀጥል";"واصل التمرّن";"Շարունակի՛ր փորձել";"অভ্যাস কৰি থাকা";"Məşqə davam et";"Jarraitu praktikatzen";"Працягвай вучыцца";"অনুশীলন চালিয়ে যাও";"Nastavi vježbati";"Продължавай да упражняваш";"ဆက်လေ့ကျင့်ပါ";"Continua practicant";"继续练习";"Nastavi vježbati";"Trénuj dál";"Bliv ved med at øve";"Harjuta edasi";"Halt fram at venja";"Jatka harjoittelua";"Continue à t’entraîner";"Segue practicando";"განაგრძე ვარჯიში";"Üb weiter";"Συνέχισε την εξάσκηση";"અભ્યાસ ચાલુ રાખો";"המשיכו להתאמן";"अभ्यास करते रहो";"Gyakorolj tovább";"Haltu áfram að æfa";"Terus berlatih";"Lean ort ag cleachtadh";"Continua ad allenarti";"れんしゅうをつづけよう";"ಅಭ್ಯಾಸ ಮುಂದುವರಿಸು";"Жаттыға бер";"បន្តហាត់ទៀត";"계속 연습해요";"ຝຶກຕໍ່ໄປ";"Turpini trenēties";"Mokykis toliau";"Продолжи да вежбаш";"Terus berlatih";"പരിശീലിച്ചുകൊണ്ടിരിക്കുക";"सराव करत राहा";"Дахин давтаарай";"अभ्यास गरिराख";"Fortsett å øve";"ଅଭ୍ୟାସ ଜାରି ରଖ";"به تمرین ادامه بده";"Ćwicz dalej";"Continua a praticar";"ਅਭਿਆਸ ਕਰਦੇ ਰਹੋ";"Continuă să exersezi";"Продолжай тренироваться";"Nastavi da vežbaš";"දිගටම පුහුණු වන්න";"Trénuj ďalej";"Vadi še naprej";"Sigue practicando";"Endelea kufanya mazoezi";"Fortsätt öva";"தொடர்ந்து பயிற்சி செய்";"సాధన చేస్తూ ఉండు";"ฝึกต่อไปนะ";"མུ་མཐུད་སྦྱོངས།";"Çalışmaya devam";"Тренуйся далі";"مشق جاری رکھیں";"داۋاملىق مەشىق قىل";"Mashq qilishda davom et";"Tiếp tục luyện tập";"Dalia ati i ymarfer";"Qhubeka uzijwayeza"
"game.encouragement.3";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Not bad at all";"Lang niet slecht";"Glad nie sleg nie";"Aspak keq";"መጥፎ አይደለም";"ليس سيئًا";"Բոլորովին վատ չէ";"একেবাৰে বেয়া নহয়";"Heç də pis deyil";"Ez dago batere gaizki";"Зусім нядрэнна";"মন্দ নয়";"Nije uopće loše";"Изобщо не е зле";"မဆိုးပါဘူး";"Gens malament";"很不错哦";"Uopće nije loše";"Vůbec ne špatné";"Slet ikke dårligt";"Pole üldse paha";"Ikki so galið";"Ei hassumpaa";"Pas mal du tout";"Non está nada mal";"სულაც არაა ცუდი";"Gar nicht schlecht";"Καθόλου άσχημα";"બિલકુલ ખરાબ નથી";"לא רע בכלל";"बिल्कुल बुरा नहीं";"Egyáltalán nem rossz";"Alls ekki slæmt";"Lumayan juga";"Ní dona ar chor ar bith";"Niente male";"なかなかいいね";"ತುಂಬಾ ಕೆಟ್ಟಿಲ್ಲ";"Жаман емес";"មិនអន់ទេ";"꽤 잘했어요";"ບໍ່ຮ້າຍເລີຍ";"Nemaz nav slikti";"Visai neblogai";"Воопшто не е лошо";"Boleh tahan";"ഒട്ടും മോശമല്ല";"अगदीच वाईट नाही";"Муугүй шүү";"नराम्रो छैन";"Ikke verst";"ମୋଟେ ଖରାପ ନୁହେଁ";"اصلاً بد نبود";"Całkiem nieźle";"Nada mal";"ਬਿਲਕੁਲ ਮਾੜਾ ਨਹੀਂ";"Nu e rău deloc";"Совсем неплохо";"Uopšte nije loše";"නරකම නැහැ";"Vôbec nie zlé";"Sploh ni slabo";"Nada mal";"Si vibaya hata kidogo";"Inte alls illa";"மோசமில்லை";"అంత చెడ్డది కాదు";"ไม่เลวเลย";"དེ་ཙམ་ངན་པ་མ་རེད།";"Hiç fena değil";"Зовсім непогано";"بالکل برا نہیں";"يامان ئەمەس";"Yomon emas";"Không tệ chút nào";"Ddim yn ddrwg o gwbl";"Akukubi neze"
"game.encouragement.4";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Doing well";"Goed bezig";"Jy doen goed";"Po ecën mirë";"ጥሩ እየሠራህ ነው";"أداء جيد";"Լավ ես անում";"ভাল কৰি আছা";"Əla gedirsən";"Oso ondo";"Добра ідзе";"ভালো করছ";"Dobro ti ide";"Справяш се добре";"ကောင်းကောင်းလုပ်နေတယ်";"Ho fas bé";"做得不错";"Dobro ti ide";"Jde ti to";"Godt på vej";"Sul läheb hästi";"Tað gongur væl";"Hyvin menee";"Tu te débrouilles bien";"Vas moi ben";"კარგად მიდიხარ";"Gut gemacht";"Τα πας καλά";"ખૂબ સારું";"כל הכבוד";"बहुत अच्छा";"Jól haladsz";"Vel gert";"Bagus sekali";"Ag éirí go maith leat";"Stai andando bene";"いいかんじ";"ಚೆನ್ನಾಗಿ ಮಾಡುತ್ತಿದ್ದೀಯ";"Жақсы орындаудасың";"ធ្វើបានល្អ";"잘하고 있어요";"ເຮັດໄດ້ດີ";"Tev labi sanāk";"Puikiai sekasi";"Одлично ти оди";"Bagus";"നന്നായി ചെയ്യുന്നു";"छान चाललंय";"Сайн байна";"राम्रो गर्दैछौ";"Bra jobbet";"ଭଲ କରୁଛ";"آفرین، خوب پیش می‌روی";"Dobrze ci idzie";"Muito bem";"ਵਧੀਆ ਕਰ ਰਹੇ ਹੋ";"Te descurci bine";"Отлично идёт";"Dobro ti ide";"හොඳට කරනවා";"Darí sa ti";"Dobro ti gre";"Vas muy bien";"Unafanya vizuri";"Bra jobbat";"நன்றாக செய்கிறாய்";"బాగా చేస్తున్నావు";"ทำได้ดี";"ཡག་པོ་འགྲོ་གི་འདུག";"İyi gidiyorsun";"Добре виходить";"بہت خوب";"ياخشى كېتىۋاتىسەن";"Yaxshi ketyapti";"Làm tốt lắm";"Da iawn";"Wenza kahle"
"game.encouragement.5";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Nice performance";"Mooie prestatie";"Mooi gedoen";"Rezultat i bukur";"ጥሩ ውጤት";"أداء رائع";"Հիանալի արդյունք";"সুন্দৰ খেলিলা";"Gözəl nəticə";"Emaitza polita";"Выдатны вынік";"দারুণ ফল";"Lijep rezultat";"Чудесен резултат";"ကောင်းမွန်တဲ့ စွမ်းဆောင်မှု";"Bona actuació";"表现真棒";"Lijep rezultat";"Pěkný výkon";"Flot klaret";"Hea tulemus";"Flott avrik";"Hieno suoritus";"Belle performance";"Boa actuación";"კარგი შედეგია";"Schöne Leistung";"Ωραία επίδοση";"સરસ પ્રદર્શન";"ביצוע יפה";"शानदार प्रदर्शन";"Szép teljesítmény";"Flott frammistaða";"Permainan bagus";"Sár-obair";"Bella prova";"いいできだね";"ಚೆನ್ನಾದ ಸಾಧನೆ";"Керемет нәтиже";"លទ្ធផលល្អ";"멋진 실력이에요";"ຜົນງານດີ";"Lielisks sniegums";"Puikus rezultatas";"Убав резултат";"Prestasi bagus";"മികച്ച പ്രകടനം";"छान कामगिरी";"Сайхан тоглолоо";"राम्रो प्रदर्शन";"Flott innsats";"ସୁନ୍ଦର ପ୍ରଦର୍ଶନ";"عملکرد خوبی بود";"Świetny wynik";"Belo resultado";"ਵਧੀਆ ਪ੍ਰਦਰਸ਼ਨ";"Rezultat frumos";"Хороший результат";"Lep rezultat";"ලස්සන දක්ෂතාවක්";"Pekný výkon";"Lep dosežek";"Buena actuación";"Umefanya vizuri";"Snyggt jobbat";"அருமையான ஆட்டம்";"చక్కని ప్రదర్శన";"ผลงานเยี่ยม";"ཡག་པོ་བྱས་སོང་།";"Güzel başarı";"Чудовий результат";"اچھی کارکردگی";"قالتىس نەتىجە";"Zo‘r natija";"Thành tích đẹp";"Perfformiad gwych";"Umsebenzi omuhle"
"game.encouragement.6";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Well done";"Knap gedaan";"Goed gedoen";"Të lumtë";"ጎበዝ";"أحسنت";"Ապրե՛ս";"বঢ়িয়া";"Afərin";"Ongi egina";"Малайчына";"শাবাশ";"Bravo";"Браво";"တော်တယ်";"Molt bé";"做得好";"Bravo";"Výborně";"Godt klaret";"Hästi tehtud";"Væl gjørt";"Hienosti tehty";"Bravo";"Moi ben";"ყოჩაღ";"Klasse gemacht";"Μπράβο";"શાબાશ";"עבודה מצוינת";"शाबाश";"Ügyes voltál";"Vel gert";"Hebat";"Maith thú";"Ben fatto";"よくできました";"ಚೆನ್ನಾಗಿ ಮಾಡಿದೆ";"Жарайсың";"ធ្វើបានល្អណាស់";"참 잘했어요";"ເກັ່ງຫຼາຍ";"Labi padarīts";"Šaunuolis";"Браво";"Syabas";"വളരെ നന്നായി";"शाब्बास";"Мундаг";"स्याबास";"Godt gjort";"ବହୁତ ଭଲ";"آفرین";"Brawo";"Muito bem";"ਸ਼ਾਬਾਸ਼";"Bravo";"Молодец";"Bravo";"හොඳට කළා";"Výborne";"Odlično";"¡Bien hecho!";"Hongera";"Toppen!";"சிறப்பாக செய்தாய்";"బాగా చేశావు";"เก่งมาก";"ཧ་ཅང་ལེགས།";"Aferin";"Молодець";"شاباش";"يارايسەن";"Barakalla";"Giỏi lắm";"Da iawn ti";"Wenze kahle"
"game.encouragement.7";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Very well played";"Heel goed gespeeld";"Baie goed gespeel";"Shumë mirë";"በጣም ጥሩ";"لعب رائع جدًا";"Շատ լավ խաղացիր";"খুব ভাল খেলিলা";"Çox yaxşı oynadın";"Bikain jokatu duzu";"Выдатна згуляна";"খুব ভালো খেলেছ";"Odlično odigrano";"Много добра игра";"အရမ်းကောင်းတယ်";"Molt ben jugat";"玩得真棒";"Odlično odigrano";"Moc pěkně";"Virkelig flot spillet";"Väga hästi mängitud";"Sera væl spælt";"Todella hyvin";"Très bien joué";"Xogaches moi ben";"ძალიან კარგად ითამაშე";"Sehr gut gespielt";"Έπαιξες πολύ καλά";"ખૂબ સરસ રમ્યા";"משחק מעולה";"बहुत बढ़िया खेले";"Nagyon ügyes voltál";"Mjög vel gert";"Permainanmu hebat";"Ar fheabhas ar fad";"Hai giocato benissimo";"とってもよくできたね";"ತುಂಬಾ ಚೆನ್ನಾಗಿ ಆಡಿದೆ";"Өте жақсы ойнадың";"លេងបានល្អណាស់";"정말 잘했어요";"ຫຼິ້ນໄດ້ດີຫຼາຍ";"Ļoti labi nospēlēts";"Labai gerai sužaista";"Одлично одиграно";"Sangat bagus";"അതിമനോഹരമായി കളിച്ചു";"खूप छान खेळलास";"Маш сайн тоглолоо";"एकदम राम्रो खेल्यौ";"Kjempebra spilt";"ଖୁବ୍ ଭଲ ଖେଳିଲ";"خیلی خوب بازی کردی";"Świetnie ci poszło";"Jogaste muito bem";"ਬਹੁਤ ਵਧੀਆ ਖੇਡੇ";"Foarte bine";"Сыграно отлично";"Odlično odigrano";"ඉතා හොඳට කළා";"Veľmi dobre";"Zelo dobro odigrano";"¡Jugaste genial!";"Umecheza vizuri sana";"Riktigt bra spelat";"மிகச் சிறப்பாக ஆடினாய்";"చాలా బాగా ఆడావు";"เล่นได้เยี่ยม";"ཧ་ཅང་ཡག་པོ་རྩེད་སོང་།";"Çok iyi oynadın";"Дуже добре зіграно";"بہت خوب کھیلے";"بەك ياخشى ئوينىدىڭ";"Juda yaxshi o‘ynading";"Chơi rất giỏi";"Chwarae gwych";"Udlale kahle kakhulu"
"game.encouragement.8";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"The finish is in sight";"Het einde is in zicht";"Die einde is in sig";"Fundi po afrohet";"መጨረሻው ቀርቧል";"النهاية قريبة";"Վերջը մոտ է";"শেষ দেখা গৈছে";"Finiş yaxındır";"Amaiera gertu dago";"Фініш ужо блізка";"শেষ দেখা যাচ্ছে";"Cilj je na vidiku";"Финалът се вижда";"ပန်းတိုင် နီးလာပြီ";"El final és a prop";"终点就在眼前";"Cilj je na vidiku";"Cíl je na dohled";"Målet er i sigte";"Lõpp juba paistab";"Málið er í eygsjón";"Maali häämöttää";"La fin est en vue";"Xa se ve a meta";"ფინიში უკვე ჩანს";"Das Ziel ist in Sicht";"Το τέλος πλησιάζει";"અંત નજીક છે";"הסוף כבר קרוב";"मंज़िल पास है";"Már látszik a cél";"Endirinn er í sjónmáli";"Garis akhir sudah dekat";"Tá an deireadh le feiceáil";"Il traguardo è vicino";"ゴールはもうすぐ";"ಅಂತ್ಯ ಹತ್ತಿರದಲ್ಲಿದೆ";"Мәре жақын";"ជិតដល់ទីហើយ";"끝이 보여요";"ໃກ້ຮອດເສັ້ນໄຊແລ້ວ";"Finišs jau redzams";"Finišas jau arti";"Крајот е близу";"Garisan penamat dah dekat";"അവസാനം അടുത്തു";"शेवट जवळ आला";"Бариа ойрхон байна";"अन्त्य नजिकै छ";"Målet er i sikte";"ଶେଷ ପାଖେଇ ଆସିଲା";"پایان نزدیک است";"Meta już blisko";"A meta está à vista";"ਅੰਤ ਨੇੜੇ ਹੈ";"Finalul e aproape";"Финиш уже близко";"Cilj je na vidiku";"අවසානය පේනවා";"Cieľ je na dohľad";"Cilj je že blizu";"La meta está cerca";"Mwisho unakaribia";"Målet är nära";"முடிவு நெருங்கிவிட்டது";"ముగింపు దగ్గరలోనే";"ใกล้ถึงเส้นชัยแล้ว";"མཇུག་མཐོང་གི་འདུག";"Bitiş yaklaştı";"Фініш уже близько";"منزل قریب ہے";"ئاخىرى كۆرۈندى";"Marraga oz qoldi";"Sắp về đích rồi";"Mae'r diwedd yn y golwg";"Usuzofika ekugcineni"
